,BillNumber,BillTitle,BusinessAuthor,BusinessNumber,BusinessShortNumber,BusinessTitle,ID,IdLegislativePeriod,IdSession,Language,MeaningNo,MeaningYes,RegistrationNumber,SessionName,Subject,VoteEnd
10,1,Loi fédérale sur le partenariat enregistré entre personnes du même sexe (Loi sur le partenariat enregistré),,20020090,02.090,Partenariat enregistré entre personnes du même sexe. Loi fédérale,26,47,4704,FR,,,46,Session d'été 2016,Vote final,2004-06-18T08:27:11
11,1,Loi fédérale sur le partenariat enregistré entre personnes du même sexe (Loi sur le partenariat enregistré),,20020090,02.090,Partenariat enregistré entre personnes du même sexe. Loi fédérale,28,47,4701,FR,,,48,Session d'hiver 2015,Vote sur l'ensemble,2003-12-03T09:10:07
12,1,Arrêté fédéral portant approbation du Protocole additionnel à la Convention du Conseil de l'Europe sur le transfèrement des personnes condamnées,,20020035,02.035,Transfèrement des personnes condamnées. Modification de la loi sur l'entraide pénale,33,47,4701,FR,,,54,Session d'hiver 2015,Vote sur l'ensemble,2003-12-03T09:24:15
13,2,"Loi fédérale sur l'entraide internationale en matière pénale (Loi sur l'entraide pénale internationale, EIMP)",,20020035,02.035,Transfèrement des personnes condamnées. Modification de la loi sur l'entraide pénale,34,47,4701,FR,,,55,Session d'hiver 2015,Vote sur l'ensemble,2003-12-03T09:25:45
14,1,Arrêté fédéral relatif au Deuxième Protocole additionnel à la Convention européenne d'entraide judiciaire en matière pénale,,20030025,03.025,Entraide judiciaire en matière pénale. Deuxième protocole additionnel à la Convention européenne,35,47,4701,FR,,,56,Session d'hiver 2015,Vote sur l'ensemble,2003-12-03T09:37:38
15,,,Cina,20000405,00.405,LP. Protection des acquéreurs de bonne foi,36,47,4701,FR,,,57,Session d'hiver 2015,Vote sur l'ensemble,2003-12-03T09:46:27
16,1,Loi fédérale sur le programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,43,47,4701,FR,Antrag der Minderheit (Eggly),Antrag der Mehrheit,66,Session d'hiver 2015,"7. BG über Massnahmen zur Verbesserung des Bundeshaushaltes
Art. 4a",2003-12-03T12:03:09
17,1,Loi fédérale sur le programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,46,47,4701,FR,Antrag der Minderheit (Hämmerle),Antrag der Mehrheit,80,Session d'hiver 2015,23. Einlagen in den Fonds für Eisenbahngrossprojekte,2003-12-04T08:47:14
18,1,Loi fédérale sur le programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,47,47,4701,FR,Antrag der Minderheit (Beck),Antrag der Mehrheit,81,Session d'hiver 2015,"7. BG über Massnahmen zur Verbesserung des Bundeshaushaltes
Art. 4a
Zfr. 8 Bildung, Forschung und Technologie",2003-12-09T08:17:58
19,1,Arrêté fédéral I concernant le budget pour l'an 2004,,20030051,03.051,Budget 2004,62,47,4701,FR,Ablehnung,Zustimmung,96,Session d'hiver 2015,"Schuldenbremse
",2003-12-09T11:46:16
20,1,Arrêté fédéral I concernant le budget pour l'an 2004,,20030051,03.051,Budget 2004,63,47,4701,FR,Ablehnung,Zustimmung zum Art. 3,97,Session d'hiver 2015,"Art. 3
Ausgabenbremse",2003-12-09T11:47:43
21,1,Arrêté fédéral I concernant le budget pour l'an 2004,,20030051,03.051,Budget 2004,66,47,4701,FR,Ablehnung,Zustimung zum Art. 6,103,Session d'hiver 2015,"Art. 6
Ausgabenbremse",2003-12-09T12:09:32
22,1,Arrêté fédéral I concernant le budget pour l'an 2004,,20030051,03.051,Budget 2004,67,47,4701,FR,,,104,Session d'hiver 2015,Vote sur l'ensemble,2003-12-09T12:10:33
23,2,Arrêté fédéral II concernant les prélèvements sur le fonds pour les grands projets ferroviaires pour l'année 2004,,20030051,03.051,Budget 2004,68,47,4701,FR,,,105,Session d'hiver 2015,Vote sur l'ensemble,2003-12-09T12:11:58
24,3,Arrêté fédéral III concernant le budget du domaine des écoles polytechniques fédérales (domaine des EPF) pour l'année 2004,,20030051,03.051,Budget 2004,69,47,4701,FR,,,106,Session d'hiver 2015,Vote sur l'ensemble,2003-12-09T12:13:13
25,4,Arrêté fédéral IV concernant le budget de la Régie fédérale des alcools pour l'année 2004,,20030051,03.051,Budget 2004,70,47,4701,FR,,,107,Session d'hiver 2015,Vote sur l'ensemble,2003-12-09T12:14:33
26,,,,20030051,03.051,Budget 2004,72,47,4701,FR,Antrag Kunz,Antrag der Kommission,109,Session d'hiver 2015,"7. Volkswirtschaftsdepartement
708 Bundesamt für Landwirtschaft",2003-12-09T10:44:52
27,2,Arrêté fédéral portant approbation de la Convention sous forme d'Echange de notes avec la Principauté de Liechtenstein concernant les modalités de la participation du Liechtenstein aux mesures de soutien du marché et des prix prises dans le cadre de la politique agricole suisse,,20030053,03.053,Tarif des douanes. Mesures 2003/1. Rapport,73,47,4701,FR,,,111,Session d'hiver 2015,Vote sur l'ensemble,2003-12-08T15:20:39
28,1,Arrêté fédéral portant approbation de mesures touchant le tarif des douanes,,20030053,03.053,Tarif des douanes. Mesures 2003/1. Rapport,74,47,4701,FR,,,112,Session d'hiver 2015,Vote sur l'ensemble,2003-12-08T15:24:09
29,1,Arrêté fédéral concernant l'accord de libre-échange entre les Etats de l'AELE et la République du Chili ainsi que l'accord agricole entre la Confédération suisse et la République du Chili.,,20030061,03.061,Accord de libre-échange entre les Etats de l'AELE et le Chili. Approbation,75,47,4701,FR,,,113,Session d'hiver 2015,Vote sur l'ensemble,2003-12-08T15:25:33
30,1,Loi fédérale sur l'assurance-maladie (LAMal),,20000079,00.079,Loi sur l'assurance-maladie. Révision partielle (Financement des hôpitaux),81,47,4701,FR,Ablehnung (gemäss Antrag Guisan),Antrag der Einigungskonferenz,121,Session d'hiver 2015,,2003-12-17T11:53:02
31,2,Loi fédérale sur les mesures urgentes découlant du programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,93,47,4701,FR,,,137,Session d'hiver 2015,"Abstimung über die Dringlichkeitsklausel
(Absolutes Mehr erforderlich)",2003-12-09T10:10:36
32,3,Loi fédérale sur les finances de la Confédération,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,94,47,4701,FR,,,138,Session d'hiver 2015,"Abstimung über die Dringlichkeitsklausel
(Absolutes Mehr erforderlich)",2003-12-09T10:11:37
33,1,Arrêté fédéral I concernant le second supplément au budget 2003,,20030052,03.052,Budget 2003. Supplément II,99,47,4701,FR,,,144,Session d'hiver 2015,Entrer en matière,2003-12-09T12:15:53
34,2,Arrêté fédéral II concernant les prélèvements sur le fonds pour les grands projets ferroviaires pour l'année 2003,,20030052,03.052,Budget 2003. Supplément II,100,47,4701,FR,,,145,Session d'hiver 2015,Vote sur l'ensemble,2003-12-09T12:17:03
35,6,"Loi fédérale sur les moyens alloués aux membres de l'Assemblée fédérale et sur les contributions allouées aux groupes (Loi sur les moyens alloués aux parlementaires, LMAP)",,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,103,47,4701,FR,,,158,Session d'hiver 2015,Abstimmung über die Dringlichkeit,2003-12-11T08:18:43
36,1,Arrêté fédéral sur un nouveau régime financier,,20020078,02.078,Nouveau régime financier,108,47,4701,FR,Antrag der Minderheit (Gysin Remo),Antrag der Mehrheit,163,Session d'hiver 2015,"Art. 130, Abs. 1bis",2003-12-11T10:07:58
37,1,Arrêté fédéral sur un nouveau régime financier,,20020078,02.078,Nouveau régime financier,112,47,4701,FR,,,168,Session d'hiver 2015,Vote sur l'ensemble,2003-12-11T10:29:09
38,,,Freund,20020441,02.441,Droit de recours accordé aux organisations et associations. Suppression,114,47,4701,FR,Antrag der Minderheit (Mathys) = Folge geben,Antrag der Mehrheit = Keine Folge geben,172,Session d'hiver 2015,Iv. Pa. Freund,2003-12-11T12:26:18
39,1,Arrêté fédéral concernant l'immobilier militaire (Message sur l'immobilier militaire 2004),,20030041,03.041,Immobilier militaire 2004,122,47,4701,FR,,,181,Session d'hiver 2015,"Art. 1
Ausgabenbremse",2003-12-15T15:30:35
40,1,Arrêté fédéral concernant l'immobilier militaire (Message sur l'immobilier militaire 2004),,20030041,03.041,Immobilier militaire 2004,124,47,4701,FR,,,183,Session d'hiver 2015,Vote sur l'ensemble,2003-12-15T15:35:00
41,1,Procédure pénale militaire (PPM),,20030008,03.008,Procédure pénale militaire (Protection des témoins). Révision,128,47,4701,FR,,,187,Session d'hiver 2015,Vote sur l'ensemble,2003-12-15T16:38:44
42,,,,20030067,03.067,WEF à Davos. Engagement de l'armée en service d'appui,130,47,4701,FR,Antrag der Minderheit (Fehr Mario),Antrag der Mehrheit,189,Session d'hiver 2015,Art. 1,2003-12-15T18:04:11
43,,,,20030067,03.067,WEF à Davos. Engagement de l'armée en service d'appui,132,47,4701,FR,,,191,Session d'hiver 2015,Vote sur l'ensemble,2003-12-15T18:08:56
44,1,Arrêté fédéral concernant le Protocole additionnel no 7 à la Convention révisée pour la navigation du Rhin,,20030038,03.038,Convention révisée pour la navigation du Rhin. Protocole additionnel no 7,134,47,4701,FR,,,194,Session d'hiver 2015,Vote sur l'ensemble,2003-12-16T09:20:37
45,2,Arrêté fédéral concernant la Convention de Budapest relative au contrat de transport de marchandises en navigation intérieure,,20030038,03.038,Convention révisée pour la navigation du Rhin. Protocole additionnel no 7,135,47,4701,FR,,,195,Session d'hiver 2015,Vote sur l'ensemble,2003-12-16T09:21:58
46,,,,20030064,03.064,Rapport concernant le classement des motions Neirynck 00.3277 et Paupe 01.3334 (Egalité de traitement entre pensionnés belges et suisses),142,47,4701,FR,Antrag der Minderheit (Maury Pasquier) = Nicht Abschreiben der Motionen,Antrag der Mehrheit = Abschreiben der Motionen,202,Session d'hiver 2015,,2003-12-16T09:34:22
47,,,Vaudroz Jean-Claude,20023069,02.3069,Reconnaissance du génocide des Arméniens de 1915,143,47,4701,FR,Ablehnung des Postulats,Zustimmung zum Postulat,203,Session d'hiver 2015,,2003-12-16T12:37:11
48,,,Groupe V,20033225,03.3225,Retrait de la demande d'adhésion à l'UE,145,47,4701,FR,Ablehnung der Motion,Zustimmung zur Motion,206,Session d'hiver 2015,,2003-12-16T12:40:20
49,,,Grobet Christian,20020466,02.466,Interdiction de la publicité en faveur du tabac,148,47,4701,FR,Antrag der Minderheit (Triponez) = Keine Folge geben,Antrag der Mehrheit = Folge geben,209,Session d'hiver 2015,,2003-12-16T12:44:08
50,1,Arrêté fédéral concernant les projets de construction et l'acquisition de terrains et d'immeubles du secteur civil (Programme 2004 des constructions civiles),,20030044,03.044,Programme 2004 des constructions civiles,149,47,4701,FR,,,210,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T08:58:04
51,1,"Loi fédérale sur l'aide monétaire internationale (Loi sur l'aide monétaire, LAMO)",,20030036,03.036,Coopération monétaire internationale. Nouvelle base légale,151,47,4701,FR,,,212,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T09:26:08
52,2,"Arrêté fédéral sur l'aide monétaire internationale (Arrêté sur l'aide monétaire, AAM)",,20030036,03.036,Coopération monétaire internationale. Nouvelle base légale,154,47,4701,FR,,,215,Session d'hiver 2015,"Art. 1
Ausgabenbremse",2003-12-17T09:38:55
53,2,"Arrêté fédéral sur l'aide monétaire internationale (Arrêté sur l'aide monétaire, AAM)",,20030036,03.036,Coopération monétaire internationale. Nouvelle base légale,156,47,4701,FR,,,217,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T09:48:17
54,1,Arrêté fédéral concernant les projets de construction et l'acquisition de terrains et d'immeubles du secteur civil (Programme 2004 des constructions civiles),,20030044,03.044,Programme 2004 des constructions civiles,157,47,4701,FR,,,218,Session d'hiver 2015,"Art. 1
Ausgabenbremse",2003-12-17T08:57:06
55,1,"Loi fédérale sur la modification d'actes concernant l'imposition du couple et de la famille, l'imposition du logement et les droits de timbre",,20030063,03.063,"Imposition du couple et de la famille, du logement et du droit de timbre. Modification de la loi",158,47,4701,FR,,,219,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T09:57:43
56,1,Arrêté fédéral approuvant une Convention de double imposition avec l'Etat d'Israël,,20030059,03.059,Double imposition. Convention avec Israël,159,47,4701,FR,,,220,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T10:19:55
57,1,Arrêté fédéral concernant l'immobilier militaire (Message sur l'immobilier militaire 2004),,20030041,03.041,Immobilier militaire 2004,162,47,4701,FR,,,224,Session d'hiver 2015,"Art. 1
Ausgabenbremse",2003-12-17T11:57:14
58,1,"Loi fédérale sur la transplantation d'organes, de tissus et de cellules (Loi sur la transplantation)",,20010057,01.057,Loi sur la transplantation,168,47,4701,FR,Antrag der Minderheit (Goll),Antrag der Mehrheit,230,Session d'hiver 2015,Art. 70a,2003-12-17T16:26:35
59,1,"Loi fédérale sur la transplantation d'organes, de tissus et de cellules (Loi sur la transplantation)",,20010057,01.057,Loi sur la transplantation,169,47,4701,FR,,,231,Session d'hiver 2015,Vote sur l'ensemble,2003-12-17T16:42:37
60,1,"Arrêté fédéral concernant l'initiative populaire ""Services postaux pour tous""",,20030026,03.026,Services postaux pour tous. Initiative populaire,172,47,4701,FR,Antrag der Minderheit (Fehr Jacqueline),Antrag der Mehrheit,234,Session d'hiver 2015,Art. 2,2003-12-18T08:52:32
61,1,"Arrêté fédéral concernant l'initiative populaire ""Services postaux pour tous""",,20030026,03.026,Services postaux pour tous. Initiative populaire,173,47,4701,FR,,,235,Session d'hiver 2015,Vote sur l'ensemble,2003-12-18T08:53:36
62,1,Arrêté fédéral concernant la continuation de la coopération technique et de l'aide financière en faveur des pays en développement,,20030040,03.040,Coopération technique et aide financière en faveur des pays en développement,174,47,4701,FR,Antrag der Minderheit (Rennwald),Antrag der Mehrheit,236,Session d'hiver 2015,Art. 1,2003-12-18T08:13:44
63,,,Hämmerle,20020471,02.471,La Poste. Emplois et places d'apprentissage dans toute la Suisse,177,47,4701,FR,Antrag der Minderheit (Theiler) = Keine Folge geben,Antrag der Mehrheit = Folge geben,240,Session d'hiver 2015,,2003-12-18T09:40:14
64,1,Loi fédérale sur le matériel de guerre (LFMG),Dupraz,20000456,00.456,Loi sur le matériel de guerre. Mines antipersonnel,186,47,4701,FR,,,249,Session d'hiver 2015,Vote final,2003-12-19T08:25:13
65,1,Loi fédérale sur la poursuite pour dettes et la faillite (Créances salariales),Jutzet,20000459,00.459,Créances salariales en cas de faillite,187,47,4701,FR,,,250,Session d'hiver 2015,Vote final,2003-12-19T08:26:16
66,1,Loi fédérale sur les services de certification dans le domaine de la signature électronique  (SCSél),,20010044,01.044,Signature électronique. Loi,188,47,4701,FR,,,251,Session d'hiver 2015,Vote final,2003-12-19T08:27:18
67,1,Code civil suisse (Délai de séparation en droit du divorce),Nabholz,20010408,01.408,Divorce sur demande unilatérale. Période de séparation,189,47,4701,FR,,,252,Session d'hiver 2015,Vote final,2003-12-19T08:28:53
68,1,Arrêté fédéral portant approbation du Protocole additionnel à la Convention du Conseil de l'Europe sur le transfèrement des personnes condamnées,,20020035,02.035,Transfèrement des personnes condamnées. Modification de la loi sur l'entraide pénale,190,47,4701,FR,,,253,Session d'hiver 2015,Vote final,2003-12-19T08:30:01
69,1,Loi fédérale sur des mesures de promotion civile de la paix et de renforcement des droits de l'homme,,20020077,02.077,Promotion civile de la paix et renforcement des droits de l'homme. Loi,191,47,4701,FR,,,254,Session d'hiver 2015,Vote final,2003-12-19T08:31:13
70,1,"Loi fédérale relative à la recherche sur les cellules souches embryonnaires (Loi relative à la recherche sur les cellules souches, LRCS)",,20020083,02.083,Loi relative à la recherche sur les embryons,192,47,4701,FR,,,255,Session d'hiver 2015,Vote final,2003-12-19T08:33:43
71,,,Hofmann Urs,20020472,02.472,Révision totale de la loi sur la participation,193,47,4701,FR,Antrag der Minderheit (Rennwald) = Folge geben,Antrag der Mehrheit = Keine Folge geben,256,Session d'hiver 2015,,2003-12-18T11:31:36
72,1,Procédure pénale militaire (PPM),,20030008,03.008,Procédure pénale militaire (Protection des témoins). Révision,195,47,4701,FR,,,258,Session d'hiver 2015,Vote final,2003-12-19T08:35:00
73,1,Arrêté fédéral concernant le Protocole additionnel no 7 à la Convention révisée pour la navigation du Rhin,,20030038,03.038,Convention révisée pour la navigation du Rhin. Protocole additionnel no 7,196,47,4701,FR,,,259,Session d'hiver 2015,Vote final,2003-12-19T08:36:13
74,2,Arrêté fédéral concernant la Convention de Budapest relative au contrat de transport de marchandises en navigation intérieure,,20030038,03.038,Convention révisée pour la navigation du Rhin. Protocole additionnel no 7,197,47,4701,FR,,,260,Session d'hiver 2015,Vote final,2003-12-19T08:37:17
75,1,Loi fédérale sur le programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,198,47,4701,FR,,,261,Session d'hiver 2015,Vote final,2003-12-19T08:49:17
76,2,Loi fédérale sur les mesures urgentes découlant du programme d'allégement budgétaire 2003,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,199,47,4701,FR,,,262,Session d'hiver 2015,Vote final,2003-12-19T08:50:18
77,3,Loi fédérale sur les finances de la Confédération,,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,200,47,4701,FR,,,263,Session d'hiver 2015,Vote final,2003-12-19T08:51:14
78,6,"Loi fédérale sur les moyens alloués aux membres de l'Assemblée fédérale et sur les contributions allouées aux groupes (Loi sur les moyens alloués aux parlementaires, LMAP)",,20030047,03.047,Programme d'allégement 2003 du budget de la Confédération,201,47,4701,FR,,,264,Session d'hiver 2015,Vote final,2003-12-19T08:52:21
79,1,Loi fédérale sur l'octroi d'aides financières à la fondation Bibliomedia,,20030054,03.054,Fondation Bibliomedia. Aide financière 2004-2007,202,47,4701,FR,,,265,Session d'hiver 2015,Vote final,2003-12-19T08:53:33
80,1,Loi fédérale sur l'octroi d'aides financières au Musée suisse des transports,,20030055,03.055,Musée suisse des transports. Aide financière 2004-2007,203,47,4701,FR,,,266,Session d'hiver 2015,Vote final,2003-12-19T08:54:33
81,1,"Loi fédérale sur la modification d'actes concernant l'imposition du couple et de la famille, l'imposition du logement et les droits de timbre",,20030063,03.063,"Imposition du couple et de la famille, du logement et du droit de timbre. Modification de la loi",204,47,4701,FR,,,267,Session d'hiver 2015,Vote final,2003-12-19T08:55:39
82,1,"Loi fédérale sur la prévoyance professionnelle vieillesse, survivants et invalidité (LPP)",,20030060,03.060,Prévoyance professionnelle. Mesures d'assainissement,209,47,4702,FR,,,277,Session de printemps 2016,Vote sur l'ensemble,2004-03-01T16:47:21
83,1,Loi fédérale sur la radio et la télévision (LRTV),,20020093,02.093,Loi sur la radio et la télévision (LRTV). Révision totale,215,47,4702,FR,,,288,Session de printemps 2016,Rückweisungsantrag SVP,2004-03-02T11:08:38
84,1,Loi fédérale sur la radio et la télévision (LRTV),,20020093,02.093,Loi sur la radio et la télévision (LRTV). Révision totale,216,47,4702,FR,,,289,Session de printemps 2016,Rückweisungsantrag FDP,2004-03-02T11:09:37
85,1,Loi fédérale sur la radio et la télévision (LRTV),,20020093,02.093,Loi sur la radio et la télévision (LRTV). Révision totale,217,47,4702,FR,,,290,Session de printemps 2016,Rückweisungsantarg Zisyadis,2004-03-02T11:10:35
86,1,Loi fédérale sur la radio et la télévision (LRTV),,20020093,02.093,Loi sur la radio et la télévision (LRTV). Révision totale,235,47,4702,FR,Antrag der Minderheit (Simoneschi),Antrag der Mehrheit,310,Session de printemps 2016,"Art. 16, Abs. 2",2004-03-03T10:39:31
87,1,Ordonnance de l'Assemblée fédérale concernant la soumission des demandes de crédits d'engagement destinés à l'acquisition de biens-fonds ou à des constructions,,20030077,03.077,Crédits d'engagement destinés à l'acquisition de biens-fonds ou à des constructions. Ordonnance,322,47,4702,FR,,,402,Session de printemps 2016,Vote sur l'ensemble,2004-03-08T17:00:02
88,,,Teuscher,19980406,98.406,Assurance-maladie. Interdiction de désavantager les femmes,326,47,4702,FR,Antrag der Minderheit (Fasel) = Frist verlängern,Antrag der Mehrheit = Initiative abschreiben,406,Session de printemps 2016,,2004-03-08T18:06:03
89,,,,20040017,04.017,Prise en compte de la progression à froid dans le cadre de la réforme de l'imposition du couple et de la famille prévue par le paquet fiscal. Loi fédérale,334,47,4702,FR,Ablehnung,Zustimung,426,Session de printemps 2016,Ordnungsantrag Marti Werner,2004-03-10T10:12:32
90,,,,20030016,03.016,Loi sur la protection des données. Convention pour la protection des personnes. Adhésion,335,47,4702,FR,"Antrag der Minderheit (Vischer)
= Eintreten und Ablehnung der Rückweisung","Antrag der Mehrheit
= Eintreten und Rückweisung an den Bundesrat",427,Session de printemps 2016,Rückweisungsantrag,2004-03-10T09:00:28
91,1,Loi fédérale sur les conditions et la procédure régissant la stérilisation de personnes (Loi sur la stérilisation),von Felten,19990451,99.451,Stérilisations forcées. Dédommagement des victimes,339,47,4702,FR,,,431,Session de printemps 2016,Vote sur l'ensemble,2004-03-10T12:33:22
92,2,Loi fédérale sur l'indemnisation des victimes de stérilisations et de castrations abusives,von Felten,19990451,99.451,Stérilisations forcées. Dédommagement des victimes,340,47,4702,FR,,,432,Session de printemps 2016,Vote sur l'ensemble,2004-03-10T12:34:36
93,,,Session des jeunes 2002,20032024,03.2024,Moyens policiers lors de manifestations de grande envergure,341,47,4702,FR,Antrag der Minderheit Leutenegger Oberholzer (Motion überweisen),"Antrag der Mehrheit (Kenntnisnehmen, Keine Folge geben)",433,Session de printemps 2016,,2004-03-10T15:17:23
94,1,Arrêté fédéral approuvant l'accord de coopération scientifique et technologique entre la Confédération suisse et les Communautés européennes en vue de la participation de la Suisse aux sixièmes programmes-cadres de l'UE (2002 à 2006),,20030075,03.075,Sixièmes programmes-cadres de l'UE (2002 à 2006). Accord de coopération scientifique et technologique,352,47,4702,FR,,,447,Session de printemps 2016,Vote sur l'ensemble,2004-03-11T10:48:18
95,,,,20040017,04.017,Prise en compte de la progression à froid dans le cadre de la réforme de l'imposition du couple et de la famille prévue par le paquet fiscal. Loi fédérale,363,47,4702,FR,,,460,Session de printemps 2016,Vote sur l'ensemble,2004-03-15T18:31:55
96,1,Loi fédérale sur l'aviation (LA),,20030057,03.057,Loi sur l'aviation. Modification,364,47,4702,FR,,,463,Session de printemps 2016,Vote sur l'ensemble,2004-03-16T11:36:49
97,,,Hegetschweiler,20020422,02.422,Heures d'ouverture des commerces dans les centres de transports publics,365,47,4702,FR,Antrag der Minderheit (Rennwald) = Nichteintreten,Antrag der Mehrheit = Eintreten,464,Session de printemps 2016,Eintreten,2004-03-16T11:10:47
98,,,Hegetschweiler,20020422,02.422,Heures d'ouverture des commerces dans les centres de transports publics,366,47,4702,FR,Ablehnung,Zustimmung,465,Session de printemps 2016,Rückweisungsantrag Daguet,2004-03-16T11:11:42
99,,,Hegetschweiler,20020422,02.422,Heures d'ouverture des commerces dans les centres de transports publics,367,47,4702,FR,Antrag der Minderheit (Gysin Remo),Antrag der Mehrheit,466,Session de printemps 2016,"BG über die Arbeit in der Industrie, Gewerbe und Handel
Art. 27, Abs. 1ter",2004-03-16T11:33:46
100,,,Hegetschweiler,20020422,02.422,Heures d'ouverture des commerces dans les centres de transports publics,368,47,4702,FR,,,467,Session de printemps 2016,Vote sur l'ensemble,2004-03-16T11:34:42
101,1,"Arrêté fédéral concernant deux accords de réassurance en matière de garantie contre les risques à l'exportation, l'un entre la Suisse et la Suède, l'autre entre la Suisse et la République tchèque",,20040005,04.005,Politique économique extérieure 2003. Rapport,369,47,4702,FR,,,468,Session de printemps 2016,Vote sur l'ensemble,2004-03-16T13:16:35
102,1,"Loi fédérale sur la surveillance des entreprises d'assurance (Loi sur la surveillance des assurances, LSA)",,20030035,03.035,Surveillance des asssurances et contrat d'assurance. Modification des lois,382,47,4702,FR,,,484,Session de printemps 2016,Vote sur l'ensemble,2004-03-17T15:15:16
103,2,Loi fédérale sur le contrat d'assurance,,20030035,03.035,Surveillance des asssurances et contrat d'assurance. Modification des lois,386,47,4702,FR,Antrag Baumann J. Alexander,Antrag der Kommission,488,Session de printemps 2016,"Art. 6, Abs. 3",2004-03-17T16:02:13
104,2,Loi fédérale sur le contrat d'assurance,,20030035,03.035,Surveillance des asssurances et contrat d'assurance. Modification des lois,389,47,4702,FR,,,492,Session de printemps 2016,Gesamtabstimmung,2004-03-17T16:26:09
105,,,CPE-CN,20023219,02.3219,Suspension des achats de biens militaires en provenance d'Israël,392,47,4702,FR,Ablehnung des Postulats,Zustimmung zum Postulat,495,Session de printemps 2016,,2004-03-17T18:03:08
106,1,Loi fédérale sur la radio et la télévision (LRTV),,20020093,02.093,Loi sur la radio et la télévision (LRTV). Révision totale,402,47,4702,FR,,,509,Session de printemps 2016,Vote sur l'ensemble,2004-03-18T09:05:37
