,CantonAbbreviation,CantonId,CantonName,CouncilId,CouncilName,DisplaySpeaker,End,Function,ID,IdSession,IdSubject,Language,LanguageOfText,MeetingCouncilAbbreviation,MeetingDate,MeetingVerbalixOid,Modified,ParlGroupAbbreviation,ParlGroupName,PersonNumber,SortOrder,SpeakerFirstName,SpeakerFullName,SpeakerLastName,Start,Text,Type,VoteId
10,,,,,,,,,5284,4603,1010,FR,DE,N,20000623,701,2015-11-09T11:48:41.56,,,,1,,,,,"<pd_text><p><b>Präsident</b> (Seiler Hanspeter, Präsident): Der Vorstoss wird von Herrn Baumann Alexander bekämpft. Die Diskussion wird verschoben.</p>
<p>[VS]</p>
<p><i>Diskussion verschoben - Discussion renvoyée</i></p>
</pd_text>",3,
11,,,,,,,,,5285,4603,1011,FR,DE,N,20000623,701,2015-11-09T11:48:41.56,,,,1,,,,,"<pd_text><p><i>Überwiesen als Postulat - Transmis comme postulat </i></p>
</pd_text>",3,
12,,,,,,,,,5286,4603,1012,FR,DE,N,20000623,701,2015-11-09T11:48:41.563,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
13,,,,,,,,,5287,4603,1013,FR,DE,N,20000623,701,2015-11-09T11:48:41.567,,,,1,,,,,"<pd_text><p><b>Präsident</b> (Seiler Hanspeter, Präsident): Der Vorstoss wird von Herrn Mugny, Frau Goll, Frau Fässler und Frau Teuscher bekämpft. Die Diskussion wird verschoben.</p>
<p>[VS]</p>
<p><i>Diskussion verschoben - Discussion renvoyée</i></p>
</pd_text>",3,
14,,,,,,,,,5288,4603,1014,FR,DE,N,20000623,701,2015-11-09T11:48:41.567,,,,1,,,,,"<pd_text><p><i>Überwiesen als Postulat - Transmis comme postulat</i></p>
</pd_text>",3,
15,,,,,,,,,5289,4603,1015,FR,DE,N,20000623,701,2015-11-09T11:48:41.57,,,,1,,,,,"<pd_text><p><i>Überwiesen als Postulat - Transmis comme postulat</i></p>
<p>[PAGE 842] </p>
</pd_text>",3,
16,,,,,,,,,5290,4603,1016,FR,DE,N,20000623,701,2015-11-09T11:48:41.57,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
17,,,,,,,,,5291,4603,1017,FR,DE,N,20000623,701,2015-11-09T11:48:41.573,,,,1,,,,,"<pd_text><p><i>Abgeschrieben - Classé</i></p>
<p>[PAGE 843] </p>
</pd_text>",3,
18,,,,,,,,,5292,4603,1018,FR,DE,N,20000623,701,2015-11-09T11:48:41.577,,,,1,,,,,"<pd_text><p><b>Präsident</b> (Seiler Hanspeter, Präsident): Der Vorstoss wird von Herrn Hegetschweiler bekämpft. Die Diskussion wird verschoben.</p>
<p>[VS]</p>
<p><i>Diskussion verschoben - Discussion renvoyée</i></p>
</pd_text>",3,
19,,,,,,,,,5293,4603,1019,FR,DE,N,20000623,701,2015-11-09T11:48:41.58,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
20,,,,,,,,,5294,4603,1020,FR,DE,N,20000623,701,2015-11-09T11:48:41.583,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
21,,,,,,,,,5295,4603,1021,FR,DE,N,20000623,701,2015-11-09T11:48:41.583,,,,6,,,,,"<pd_text><p><i>Abstimmung - Vote</i></p>
<p>[NAM]</p>
<p>Für Folgegeben .... 75 Stimmen</p>
<p>Dagegen .... 99 Stimmen</p>
<p>[VS]</p>
</pd_text>",2,728
22,VD,22,Vaud,1,Conseil national,true,2000-06-23T08:30:18.277,*,5296,4603,1021,FR,FR,N,20000623,701,2015-11-09T11:48:41.587,R,Groupe radical-libéral,325,5,Yves,Guisan Yves,Guisan,2000-06-23T08:25:50.04,"<pd_text><p>Mme Egerszegi propose, par voie d'initiative parlementaire, de modifier l'article 324a du Code des obligations pour combler une lacune en matière de protection de la maternité. En effet, dans le Code des obligations actuel, la grossesse est assimilée à une maladie. Il en résulte que pendant la première année de service, l'employée n'a droit au versement intégral de son salaire que pendant une période de trois semaines. Lorsque le nombre d'années de service est supérieur, la durée du versement est plus longue, avec des variations cantonales. Mais dans la règle, le salaire est versé pendant au moins huit semaines après deux années de service. La loi sur le travail prévoit explicitement que les femmes ne peuvent pas être occupées pendant les huit semaines qui suivent l'accouchement. Indépendamment du résultat de la votation populaire sur l'assurance-maternité, il y a donc lieu d'harmoniser ces dispositions légales et de modifier le Code des obligations dans les situations où la loi sur le travail est inapplicable, en particulier l'agriculture, les entreprises horticoles et les ménages.</p>
<p>L'initiative parlementaire s'est heurtée à toute une série de remarques et de propositions. Premièrement, elle s'avère compatible avec la décision populaire du 13 juin 1999 refusant l'instauration d'une assurance-maternité indépendante. Pour certains commissaires, elle est de nature à compromettre l'engagement de jeunes femmes en âge d'avoir des enfants parce que les employeurs sont appelés à financer entièrement la compensation du salaire.</p>
<p>Deuxièmement, elle est jugée par une majorité de la commission comme trop timide et de nature à compromettre définitivement tout développement futur plus généreux. Celle-ci propose par conséquent par voie de motion une protection de la maternité pendant une durée de 14 semaines dont huit émargeraient à une modification du Code des obligations telle que la propose l'auteur de l'initiative, les six autres étant financées par les APG.</p>
<p>Enfin, le rejet populaire d'une assurance-maternité a été suivi du dépôt d'une dizaine d'interventions parlementaires et cantonales, aussi bien au Conseil des Etats que devant notre Conseil, proposant diverses modalités de mesures compensatoires. Ceci a alimenté une discussion extrêmement nourrie au sein de la commission concernant le sort qui devait leur être réservé, ainsi que la procédure à suivre. Il est apparu en particulier que l'initiative parlementaire Egerszegi n'entre en contradiction ni avec la motion Spoerry 99.3269 ni avec l'initiative parlementaire Beerli 99.461 qui poursuivent des objectifs analogues. Mme Maury Pasquier s'est d'ailleurs largement étendue sur cette problématique et je n'en ajouterai donc pas davantage. De son côté, le Conseil fédéral a mis sur pied un groupe de travail DFJP/DFI et a déjà répondu à la plupart des interventions, mais il attend que le Parlement manifeste sa volonté d'aller de l'avant avant de formuler une proposition de solution en bonne et due forme.</p>
<p>Au vote, l'initiative parlementaire Egerszegi demandant de modifier le Code des obligations avec l'adjonction d'une compensation salariale pendant huit semaines récolte 13 voix contre 10. La motion de la commission - soit huit semaines par voie du Code des obligations, plus six financées par les APG - est soutenue par 15 voix contre 8. L'une et l'autre proposition ne sont donc pas contradictoires entre elles, l'initiative représentant un premier pas qui serait complété par la motion.</p>
<p>Je vous demande donc de suivre la majorité de la commission.</p>
</pd_text>",1,
23,SG,17,St-Gall,1,Conseil national,true,2000-06-23T08:25:50.04,*,5297,4603,1021,FR,DE,N,20000623,701,2015-11-09T11:48:41.587,C,Groupe démocrate-chrétien,367,4,Hans Werner,Widrig Hans Werner,Widrig,2000-06-23T08:17:12.953,"<pd_text><p>Zuerst zur Parlamentarischen Initiative Egerszegi: Die Mutterschaftsversicherung gehört zum ""Dauerlutscher"" schweizerischer Sozialpolitik. Ich erinnere an die drei Volksabstimmungen und an den letzten Abstimmungskampf zur Abstimmung vom 13. Juni 1999, in dem Befürworter wie Gegner auf die noch vorhandene Lücke hinwiesen. So verbietet das Arbeitsgesetz den Frauen, in den ersten acht Wochen nach der Geburt eines Kindes zu arbeiten. Artikel 324a des geltenden Obligationenrechtes garantiert aber nicht in jedem Fall eine Lohnfortzahlungspflicht während dieser von Gesetzes wegen verlangten Abwesenheit vom Arbeitsplatz. Der Arbeitgeber ist gemäss den Richtlinien der Arbeitsgerichte wie im Krankheitsfall zur Lohnfortzahlung verpflichtet, beispielsweise nach einem Dienstjahr für drei Wochen, nach zwei Jahren für einen Monat, nach drei Jahren für zwei Monate usw. Hat die Frau im selben Jahr schon wegen Krankheit gefehlt, so reduziert sich der Anspruch entsprechend, was sich bei einer schweren Schwangerschaft sehr nachteilig für die betroffene Frau auswirken kann. Die heutige Regelung kann bei einer Mutterschaft aber auch jene Frauen schlechter stellen, die sich nach einem Arbeitsplatzverlust bemühen, rasch wieder eine Stelle zu finden. Als Arbeitslose hätten sie nach einer Geburt Anrecht auf dreissig Taggelder - also sechs Wochen -, als Erwerbstätige ohne die erforderlichen Dienstjahre auf kaum die Hälfte. Diese Lücke gilt es zu schliessen.</p>
<p>Nach dem 13. Juni 1999 sind in den eidgenössischen Räten zehn Vorstösse und zwei Standesinitiativen zum Thema Mutterschaftsversicherung eingereicht worden. Da ist von Verbesserungen im Obligationenrecht über Lösungen im Bereich der privaten Sozialversicherungen bis hin zu Änderungen der Regelung für Bundesangestellte natürlich alles zu finden.</p>
<p>Die Mehrheit der Kommission ist der Ansicht, dass der Gesetzgeber die Lücken im Mutterschutz während der Zeit des Arbeitsverbotes schliessen soll. Nach dem Nein zur Mutterschaftsversicherung durch den Souverän sieht sie in dieser Mindestlösung der Parlamentarischen Initiative Egerszegi zum gegenwärtigen Zeitpunkt einen Konsens. Wie weiter gehende Lösungen vom Parlament und vor allem vom Volk beurteilt würden, ist schwer abzuschätzen.</p>
<p>Für die Kommissionsmehrheit ist diese Initiative aber noch nicht das Ende der Fahnenstange. Sie würde es begrüssen, wenn grosszügigere Regelungen Eingang in die Gesetzgebung fänden. Deshalb beantragt die Mehrheit der Kommission, nicht nur der Parlamentarischen Initiative Egerszegi Folge zu geben, sondern auch die weiter gehende Motion 00.3182, ""Mutterschutz und Mischfinanzierung"", zu überweisen. </p>
<p>Die Kommissionsmehrheit ist, wie erwähnt, der Auffassung, diese Initiative sei ein Minimalkonsens, den man finden könne. Die Umsetzung aller anderen Vorschläge würde länger dauern, und es bestünde die Gefahr, dass weiter gehende Vorschläge diese Minimallösung, welche die Kommission als dringlich erachtet, verzögern würden.</p>
<p>Zur Motion: Die Motion, deren Überweisung die Kommission beantragt, sieht vierzehn Wochen bezahlten Mutterschaftsurlaub für erwerbstätige Mütter vor. Acht Wochen des Urlaubs würden von den Arbeitgebern und die verbleibenden sechs Wochen durch die Kasse der Erwerbsersatzordnung finanziert. Die EO wird herangezogen, weil die erwerbstätigen Frauen seit Jahren Beiträge an sie entrichten und keinen direkten Nutzen daraus ziehen können. Diese Finanzierungsmöglichkeit für eine Mutterschaftsversicherung wurde in den vergangenen fünfzehn Jahren verschiedentlich diskutiert. Hier soll sie nun in der Form einer Mischfinanzierung erneut zur Debatte gestellt werden, wobei es der Motionstext bewusst dem Bundesrat überlässt, gegebenenfalls eine andere Finanzierungsart oder eine andere Aufteilung der Finanzierung zu beantragen.</p>
<p>Namens der Mehrheit der Kommission bitte ich Sie, diese Motion zu überweisen.</p>
<p>Fazit oder Schlussbemerkung: Wie weiter? An der Kommissionssitzung erwartete der Vertreter des EJPD, das ja für diesen Bereich zuständig ist, ein Zeichen aus dem Parlament, in welcher Richtung eine Lösung anzustreben sei. Die Kommission für soziale Sicherheit und Gesundheit hat nun ein Zeichen gegeben, das allerdings der genaueren Interpretation bedarf. Sie fragen: Kann die Kommission denn der Parlamentarischen Initiative Egerszegi und einer weiter gehenden Motion zustimmen? Sie kann!</p>
<p>Es gibt solche, die primär die weiter gehende Motion wollen. Sie stimmen der Motion zu, rechnen aber mit der Möglichkeit, dass sie keine Mehrheit findet. Dann ist die Parlamentarische Initiative Egerszegi immer noch besser als gar nichts, besser also als der heutige Zustand; deshalb stimmen sie auch hier Ja. Also: Die Motion als Wunsch-, die Parlamentarische Initiative Egerszegi als Minimallösung. Frau Maury [PAGE 836] Pasquier, es ist also nicht so, dass jemand, der die Initiative Egerszegi befürwortet, automatisch den Weg zu jeder weiter gehenden Lösung verbarrikadieren will.</p>
<p>Andere Taktiker stimmen der Kommissionsmotion zu, lehnen aber die Parlamentarische Initiative ab, weil sie befürchten, dass bei einem Ja zur Parlamentarischen Initiative der Druck nachlässt, eine weiter gehende Lösung im Sinne der Motion zu erreichen. Sie argumentieren auch damit, die Parlamentarische Initiative belaste den Arbeitgeber alleine, was für die Frauen im Arbeitsmarkt problematisch sei. </p>
<p>Der Bundesrat macht in seiner schriftlichen Stellungnahme zur gleich lautenden Motion Spoerry im Ständerat (99.3269) ähnliche Ausführungen und beantragt, die Motion in ein Postulat umzuwandeln.</p>
<p>Die dritte Gruppe stimmt der Parlamentarischen Initiative Egerszegi zu, lehnt aber die Motion ab, weil sie ihr zu weit geht.</p>
<p>Dies im Sinne einer Auslegeordnung. Bei der Parlamentarischen Initiative Egerszegi läuft die Frist ab; sie muss also in dieser Sommersession behandelt werden. Die Kommission beantragt mit 13 zu 10 Stimmen ein Ja zur Parlamentarischen Initiative Egerszegi.</p>
<p>Zur Motion der SGK-NR vom 7. April dieses Jahres: Frau Bundesrätin Metzler weilt heute im Ausland, weshalb sie hier im Rat leider keine Stellungnahme abgeben kann; aber es liegt ja ein schriftlicher Bericht des Bundesrates vor.</p>
<p>Am 13. Juni 2000 liess der Bundesrat verlauten, er beantrage, die Motion der SGK-NR in ein Postulat umzuwandeln, weil er zu Beginn der Legislaturperiode einen Entwurf unterbreiten werde.</p>
<p>Die Kommission hat mit 15 zu 8 Stimmen beschlossen, Zustimmung zu dieser Motion zu beantragen: Für die ersten acht Wochen gäbe es eine Lösung über Artikel 224a OR, für die sechs weiteren Wochen dann die erwähnte Lösung per EO. Der Bundesrat kann hier gegebenenfalls eine andere Finanzierungsart wählen.</p>
<p>Zusammenfassend bitte ich Sie also namens der Mehrheit der Kommission, der Parlamentarischen Initiative Egerszegi Folge zu geben und die Motion der SGK-NR zu überweisen.</p>
</pd_text>",1,
24,ZH,1,Zurich,1,Conseil national,true,2000-06-23T08:17:12.953,,5298,4603,1021,FR,DE,N,20000623,701,2015-11-09T11:48:41.587,V,Groupe de l'Union démocratique du Centre,514,3,Jürg,Stahl Jürg,Stahl,2000-06-23T08:15:44.723,"<pd_text><p>Nachdem das Schweizervolk vor einem Jahr die Mutterschaftsversicherung deutlich abgelehnt hatte, wurde in Aussicht gestellt, dass die Lücken im Mutterschutz geschlossen werden. Die Parlamentarische Initiative Egerszegi entspricht diesem Begehren, wie meine Vorrednerin erläutert hat.</p>
<p>Die Motion der Kommission ist nicht zu überweisen, weil sie einer Neuauflage der Mutterschaftsversicherung entspricht, und das ist eine Missachtung des Volkswillens. Ich erinnere Sie daran, dass das Volk mit der deutlichen Ablehnung klare Signale ausgesandt hat. Die Argumente muss ich so kurz nach dieser Volksabstimmung wohl nicht wiederholen.</p>
<p>Aus diesem Grund lehnt die Minderheit der Kommission die Überweisung dieser Motion ab. Ich bitte Sie, dies auch zu tun.</p>
</pd_text>",1,
25,GE,25,Genève,1,Conseil national,true,2000-06-23T08:15:44.723,Mit-F,5299,4603,1021,FR,FR,N,20000623,701,2015-11-09T11:48:41.587,S,Groupe socialiste,341,2,Liliane,Maury Pasquier Liliane,Maury Pasquier,2000-06-23T08:10:39.583,"<pd_text><p>A première vue, le soutien de l'initiative parlementaire Egerszegi pourrait paraître une bonne chose pour celles et ceux qui sont  soucieux d'améliorer la situation des jeunes mères et de leurs nouveau-nés. L'initiative a au moins le mérite de permettre à l'accouchée de percevoir un salaire pendant le congé obligatoire de huit semaines après l'accouchement prévu à l'article 324a du Code des obligations et de sembler améliorer la situation des femmes employées depuis moins de deux ans.</p>
<p>Il ne faut toutefois pas se leurrer et un examen attentif des diverses positions en présence permet de comprendre le but de l'initiative qui est de mettre fin, pour de longues années, à toute tentative de création d'une réelle assurance-maternité. Et il ne s'agit nullement ici de faire un procès d'intention à qui que ce soit, mais simplement de constater que l'auteur de l'initiative, et une grande partie de ceux qui l'ont soutenue en commission, font partie de la minorité II qui s'oppose à la transmission de la motion 00.3182 demandant 14 semaines de congé-maternité payé.</p>
<p>Nous avons donc bel et bien affaire dans ce débat à deux visions diamétralement opposées: huit semaines de congé-maternité payé par l'employeur, et tant pis pour l'éventuelle discrimination des jeunes femmes sur le marché du travail comme pour l'absence de solidarité entre les employeurs, ou 14 semaines de financement mixte selon un modèle à affiner, comme le demande la motion.</p>
<p>Nous avons déjà eu l'occasion de le dire lors du débat sur l'assurance-maternité: huit semaines, ce n'est pas un congé assez long pour permettre à la mère de se remettre physiquement de ses neuf mois de grossesse et de son accouchement. Huit semaines ne sont pas suffisantes pour faire face aux adaptations psychologiques consécutives à la naissance d'un enfant, ni pour permettre une consolidation du lien mère-enfant et un allaitement maternel adapté. Huit [PAGE 835] semaines sont également largement en dessous des 14 semaines minimums prévues dans l'espace social européen.</p>
<p>Il est d'ailleurs intéressant de relever de ce point de vue que, lors de sa dernière session de ce mois de juin, l'Organisation internationale du travail s'est penchée sur la Convention No 103 concernant la protection de la maternité. Alors que de grandes craintes de démantèlement de cette convention étaient initialement exprimées, l'OIT a finalement approuvé un texte qui étend cette protection, notamment en faisant passer de 12 à 14 semaines la durée du congé maternité. Un mouvement contraire de la Suisse au même moment n'en paraîtrait que plus incompréhensible.</p>
<p>Il est important de relever que, saisi de plusieurs interventions sur le même sujet, le Conseil des Etats a fort intelligemment décidé de les traiter toutes ensemble. Sa Commission de la sécurité sociale et de la santé publique est donc convoquée les 3 et 4 juillet pour examiner cinq propositions - la motion Spoerry 99.3269 au même contenu que l'initiative dont nous débattons, mais aussi deux initiatives des cantons de Genève et du Jura (99.303 et 00.302) et deux initiatives parlementaires Beerli et Brunner Christiane (99.461 et 99.424) - demandant toutes un congé-maternité payé d'au moins 14 semaines.</p>
<p>Pour ne pas engager la Suisse une fois de plus à contre-courant de ce qui se fait autour de nous, pour tenir compte de nos responsabilités face aux jeunes enfants et à leurs mères, pour ne pas faire à double et dans tous les sens un travail parlementaire en même temps dans les deux Conseils, nous devons donc ne pas donner suite à l'initiative parlementaire Egerszegi et transmettre la motion de la commission comme telle. Elle pourra dès lors être traitée par le Conseil des Etats en même temps que l'ensemble des propositions que j'ai évoquées.</p>
<p>Parfois, combler une injustice revient à en renforcer une autre. Encore une fois, les personnes qui donneront suite aujourd'hui à l'initiative précitée sont celles et ceux qui ne veulent pas trouver de solution décente au problème réel de toutes les jeunes mères qui travaillent, jeunes mères qui veulent plus que boucher des trous, elles veulent simplement la justice.</p>
<p>Je vous remercie donc de ne pas donner suite à l'initiative parlementaire Egerszegi et de transmettre la motion 00.3182 de la commission.</p>
</pd_text>",1,
26,AG,19,Argovie,1,Conseil national,true,2000-06-23T08:10:39.583,,5300,4603,1021,FR,DE,N,20000623,701,2015-11-09T11:48:41.59,R,Groupe radical-libéral,316,1,Christine,Egerszegi-Obrist Christine,Egerszegi-Obrist,2000-06-23T08:04:38.217,"<pd_text><p>Mit meiner Initiative möchte ich eine wichtige Lücke im Mutterschutz schliessen. Durch eine Revision von Artikel 324a OR soll sichergestellt werden, dass erwerbstätige Frauen während dem achtwöchigen Arbeitsverbot, das ihnen gesetzlich auferlegt wird, in jedem Fall den Lohn erhalten.</p>
<p>Das Volk hat am 13. Juni 1999 über eine Mutterschaftsversicherung abgestimmt. In diesem Abstimmungskampf wurde von allen Seiten, von Susanne Leutenegger Oberholzer und Fritz Blaser in Muttenz, von Christine Goll und Pierre Triponez in der ""Arena"", immer wieder betont, dass es im Mutterschutz eine stossende Ungerechtigkeit gibt, nämlich dass eine Frau zwar während acht Wochen nach der Geburt ihres Kindes nicht arbeiten darf, der Gesetzgeber eine Lohnfortzahlung aber nur in beschränktem Masse gewährleistet. Die Lohnfortzahlung wird - wie bei Krankheit - gemäss den Richtlinien der Arbeitsgerichte von der Anzahl der geleisteten Dienstjahre abhängig gemacht. So erhält die Frau z. B. nach der Zürcher Skala im zweiten Dienstjahr acht Wochen und nach der Berner Tabelle nach derselben Zeit nur einen Monat bezahlt. Für die Bezahlung von acht Wochen muss sie dort noch ein Jahr länger gearbeitet haben. Hatte die Frau nun durch Krankheit bereits im selben Jahr einen Arbeitsausfall, werden ihr diese Tage abgezogen.</p>
<p>Im Abstimmungsargumentarium des EDI zur Mutterschaftsversicherung steht zur Veranschaulichung folgendes Beispiel: Eine Frau tritt auf den 1. Dezember 1998 eine neue Stelle an. Im Januar 1999 muss sie der Arbeit wegen einer schweren Grippe während zwei Wochen fernbleiben. Anfang Oktober 1999 bringt sie ein Kind zur Welt. Ihr Mindestanspruch beträgt gerade noch eine Woche. Muss sie ihre Arbeit vor der Niederkunft unterbrechen, weil bei der Schwangerschaft Komplikationen aufgetreten sind, hat sie diese letzte Woche schon aufgebraucht und erhält nach der Geburt trotz achtwöchigem Arbeitsverbot überhaupt keinen Lohn mehr.</p>
<p>Genauso inakzeptabel ist eine andere Ungerechtigkeit: Eine Frau, die arbeitslos ist, hat nach der Geburt Anrecht auf dreissig Taggelder. Das entspricht einer Entschädigung von sechs Wochen. Wenn sie arbeitslos ist, sofort wieder eine Stelle sucht und nach zehn Monaten ein Kind zur Welt bringt, hat sie nach OR trotz Arbeitsverbot kaum etwas zu erwarten. Diese Lücke ist stossend und muss beseitigt werden.</p>
<p>Nun könnte man mir vorwerfen, eine solche Lohnfortzahlung sei ein Handicap für die Anstellung von Frauen. Bei der Anstellung einer Frau rechnet fast jeder Arbeitgeber nicht mit einer nur für eine kurze Frist angestellten Arbeitskraft. Es liegt in seinem eigenen Interesse, dass sie nicht nach wenigen Monaten wieder geht. Vom zweiten Jahr an muss er, nach der Zürcher Skala, auch ohne diese OR-Revision während acht Wochen bezahlen.</p>
<p>Gerade Betriebe mit vielen Arbeitnehmerinnen versichern sich gut gegen Arbeitsausfälle wegen Mutterschaft - fragen Sie Ihren Coiffeur oder die Leiterin des Kinderhortes Ihrer Gegend. Überdies trifft es zu, dass die meisten Frauen schon heute viel weiter gehende Lösungen haben. Viele Einzelarbeitsverträge, verschiedene Gesamtarbeitsverträge und öffentliche Arbeitsregelungen in Industrie und Gewerbe sehen heute schon einen bezahlten Mutterschaftsurlaub von 14 bis 16 Wochen vor. Dafür wenden die Arbeitgeber schon heute über 350 Millionen Franken auf. Diese weiter gehenden Lösungen sollen selbstverständlich beibehalten werden. Weil fast jede Frau einen besseren Mutterschutz hat, sind der Schweizerische Arbeitgeberverband und der Schweizerische Gewerbeverband zwar nicht begeistert, nehmen diese OR-Änderung aber an.</p>
<p>Die meisten Frauen sind für die Zeit ihrer Zwangspause also abgesichert. Die bestehende Lücke betrifft vor allem noch Frauen in Arbeitsverhältnissen mit unregelmässigen Arbeitszeiten und mit wenigen Dienstjahren, mit schwierigen Schwangerschaften und zerbrechlicher Gesundheit. Es sind vor allem Frauen in tieferen Lohnklassen, die bessere Bedingungen brauchen.</p>
<p>Nach dem wiederholt überaus deutlichen Nein des Stimmvolkes zu einer separaten Sozialversicherung in diesem Bereich ist dies ein vernünftiger Weg.</p>
<p>Ich bitte Sie deshalb, diese absolut stossende Lücke im Mutterschutz zu schliessen und meiner Parlamentarischen Initiative Folge zu geben.</p>
</pd_text>",1,
27,,,,,,,,,5301,4603,1022,FR,DE,N,20000623,701,2015-11-09T11:48:41.59,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
28,,,,,,,,,5302,4603,1023,FR,DE,N,20000623,701,2015-11-09T11:48:41.593,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
29,,,,,,,,,5303,4603,1024,FR,DE,N,20000623,701,2015-11-09T11:48:41.597,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
<p>[PAGE 844] </p>
</pd_text>",3,
30,,,,,,,,,5304,4603,1025,FR,DE,N,20000623,701,2015-11-09T11:48:41.597,,,,1,,,,,"<pd_text><p><i>Überwiesen - Transmis</i></p>
</pd_text>",3,
31,,,,,,,,,5305,4603,1026,FR,DE,N,20000623,701,2015-11-09T11:48:41.6,,,,1,,,,,"<pd_text><p><i>Erklärung Urheberin/Urheber: nicht befriedigt</i></p>
<p><i>Déclaration auteur/auteurs: non satisfait</i></p>
<p>[VS]</p>
<p><i>Diskussion verschoben - Discussion renvoyée</i></p>
</pd_text>",3,
